"ID";"a1.trabajo";"a2.contrato";"a3.empleador";"a4.areatrabajo";"a5.precovid";"a6.motivo";"a7.busca";"a8.modalidad";"a9.carga";"a10.situacion";"a11.desempeño";"b1.estudio";"b2.material";"b2.dejar";"b2.adapta";"b2.internet";"b2.institucion";"b2.profes";"b2.compu";"c1.barrer";"c1.basura";"c1.cocinar";"c1.adultos";"c1.mascotas";"c1.niñxs";"c1.loza";"c1.ropa";"c1.baños";"c1.ordenar";"c1.compras";"c2.internet";"c2.patio";"c2.nhabs";"c2.equipos";"c2.thabs";"c2.ubicacion";"c3.npersonas";"c4.habitantes";"c4.abuelxs";"c4.amigxs";"c4.arrendatarixs";"c4.pareja";"c4.hermanxs";"c4.padres";"c4.hijxs";"c4.otrxs";"c5.aumento";"c5.mujeres";"c5.gusta";"c5.apoyo";"c5.tiempo";"c5.unicx";"c6.nhijxs";"c7.recreacion";"c7.union";"c7.tiempo";"c7.comunicacion";"c7.confianza";"c7.preocupacion";"c7.conflictos";"d1.angustia";"d1.ansiedad";"d1.estres";"d1.frustracion";"d1.incertidumbre";"d1.enojo";"d1.miedo";"d1.soledad";"d1.tristeza";"d2.atencion";"d3.farmacos";"d4.tratamiento";"e1.pareja";"e2.cambio";"e3.enojos";"e3.lesionarme";"e3.golpes";"e3.gritos";"e3.terceros";"e3.humilla";"e3.insulta";"e3.respeto";"e3.peligro";"e4.conversa";"e5.denuncia1";"e6.institucion";"e6.carchi";"e7.violencia";"e8.denuncia2";"f1.moviliza";"f1.gobierno";"f1.justicia";"f1.ddhh";"f1.migra";"f1.policias";"f1.apoyos";"f1.expulsion";"f1.pensiones";"f1.apruebo";"sexo";"edad";"comunares";"paisnac";"regionnac";"estudios";"ingresos";"cambioingreso";"bonos";"bonos.caja";"bonos.ife";"bonos.minimo";"bonos.covid";"bonos.media";"bonos.none";"salir"
"84";"Trabajo dependiente";"Planta o Contrata (estatuto administrativo)";"Estatal";NA;"Trabajo dependiente";"No he perdido mi fuente laboral";NA;"Completamente con teletrabajo";"Ha aumentado considerablemente";"Buena";"En desacuerdo";"Actualmente no me encuentro estudiando";NA;NA;NA;NA;NA;NA;NA;"0 horas";"0 horas";"1-2 horas";"0 horas";"0 horas";"0 horas";"0 horas";"0 horas";"0 horas";"0 horas";"0 horas";"Regular";"Malo";"Bueno";"Bueno";"Regular";"Bueno";"1";"Cónyuge, pareja o conviviente";0;0;0;1;0;0;0;0;"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy en desacuerdo";"En desacuerdo";"0";"Disminuyó";"Aumentó";"Disminuyó";"Se mantuvo igual";"Aumentó";"Se mantuvo igual";"Se mantuvo igual";"A veces";"A veces";"Frecuentemente";"A veces";"Frecuentemente";"Casi nunca";"A veces";"A veces";"A veces";"No";"No";"No estaba en ningún tratamiento antes de la pandemia";"Matrimonio";"Se ha mantenido igual";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Nunca";"No";"No";NA;0;"No";NA;"De acuerdo";"De acuerdo";"En desacuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"En desacuerdo";"Muy de acuerdo";"De acuerdo";"Absolutamente de acuerdo";"Mujer";35;"Iquique";"Chile";"Tarapaca";"Postgrado";"Más de $1.500.000";"Han disminuido levemente";NA;0;0;0;0;0;1;0
"85";"Trabajo dependiente";"Contrato indefinido";"Estatal";NA;"Trabajo dependiente";"No he perdido mi fuente laboral";NA;"Completamente con teletrabajo";"Ha aumentado considerablemente";"Regular";"En desacuerdo";"Actualmente no me encuentro estudiando";NA;NA;NA;NA;NA;NA;NA;"1-2 horas";"1-2 horas";"3-5 horas";"0 horas";"1-2 horas";"1-2 horas";"1-2 horas";"1-2 horas";"1-2 horas";"1-2 horas";"1-2 horas";"Regular";"Malo";"Regular";"Bueno";"Regular";"Regular";"2";"Cónyuge, pareja o conviviente;Hijo(s) y/o hija(s)";0;0;0;1;0;0;1;0;"De acuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy de acuerdo";"De acuerdo";"En desacuerdo";"1";"Disminuyó";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"A veces";"Frecuentemente";"No";"No";"No estaba en ningún tratamiento antes de la pandemia";"Matrimonio";"Se ha mantenido igual";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Nunca";"No";"No";NA;0;"No";NA;"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"De acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Mujer";40;"Iquique";"Chile";"Maule";"Universitaria completa";"$750.000 - $1.500.000";"Han disminuido levemente";NA;0;0;0;0;0;1;1
"86";"No trabajé remuneradamente durante la semana pasada";NA;NA;NA;"Trabajo dependiente";"Despido";"Si";NA;NA;NA;NA;"Actualmente no me encuentro estudiando";NA;NA;NA;NA;NA;NA;NA;"0 horas";"1-2 horas";"1-2 horas";"0 horas";"0 horas";"1-2 horas";"0 horas";"0 horas";"0 horas";"1-2 horas";"3-5 horas";"Bueno";"Malo";"Regular";"Bueno";"Regular";"Bueno";"4";"Hermano(s) y/o hermana(s);Padre y/o madre";0;0;0;0;1;1;0;0;"En desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"0";"Se mantuvo igual";"Se mantuvo igual";"Aumentó";"Se mantuvo igual";"Se mantuvo igual";"Disminuyó";"Aumentó";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"Nunca";"A veces";"A veces";"No";"No";"No estaba en ningún tratamiento antes de la pandemia";"Pololeo o noviazgo";"Ha empeorado mucho";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Nunca";"Sí";"No";NA;0;"No";NA;"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"En desacuerdo";"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Hombre";22;"Alto Hospicio";"Chile";"Maule";"Básica completa";"$450.000 - $750.000";"Han disminuido fuertemente";"Caja familiar (mercadería)";1;0;0;0;0;0;7
"87";"Trabajo dependiente";"Contrato indefinido";"Estatal";NA;"Trabajo dependiente";"No he perdido mi fuente laboral";NA;"Completamente con teletrabajo";"Ha aumentado considerablemente";"Muy mala";"Muy de acuerdo";"Actualmente no me encuentro estudiando";NA;NA;NA;NA;NA;NA;NA;"3-5 horas";"1-2 horas";"3-5 horas";"0 horas";"1-2 horas";"1-2 horas";"3-5 horas";"3-5 horas";"3-5 horas";"3-5 horas";"3-5 horas";"Bueno";"Bueno";"Bueno";"Bueno";"Bueno";"Bueno";"3";"Cónyuge, pareja o conviviente";0;0;0;1;0;0;0;0;"De acuerdo";"En desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"En desacuerdo";"En desacuerdo";"4";"Disminuyó";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Disminuyó";"Disminuyó";"A veces";"A veces";"A veces";"A veces";"A veces";"Casi nunca";"Casi nunca";"A veces";"A veces";"No";"No";"No estaba en ningún tratamiento antes de la pandemia";"Matrimonio";"Se ha mantenido igual";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Nunca";"No";"No";NA;0;"No";NA;"Absolutamente de acuerdo";"En desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"En desacuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Hombre";60;"Otro";"Chile";"Arica";"Postgrado";"$750.000 - $1.500.000";"Se han mantenido igual";NA;0;0;0;0;0;1;2
"88";"No trabajé remuneradamente durante la semana pasada";NA;NA;NA;"Trabajo dependiente";"Mutuo acuerdo";"Si";NA;NA;NA;NA;"Actualmente no me encuentro estudiando";NA;NA;NA;NA;NA;NA;NA;"6-10 horas";"3-5 horas";"21 o más horas";"21 o más horas";"21 o más horas";"21 o más horas";"21 o más horas";"3-5 horas";"3-5 horas";"6-10 horas";"3-5 horas";"Excelente";"Excelente";"Excelente";"Excelente";"Bueno";"Excelente";"3";"Hermano(s) y/o hermana(s);Padre y/o madre";0;0;0;0;1;1;0;0;"En desacuerdo";"Muy en desacuerdo";"En desacuerdo";"En desacuerdo";"De acuerdo";"En desacuerdo";"0";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Aumentó";"Frecuentemente";"Siempre";"Siempre";"Siempre";"Frecuentemente";"Siempre";"Frecuentemente";"Siempre";"Siempre";"Sí";"No";"No estaba en ningún tratamiento antes de la pandemia";"Pololeo o noviazgo";"Ha empeorado levemente";"A veces";"Nunca";"Nunca";"A veces";"Nunca";"Nunca";"Nunca";"A veces";"Nunca";"Sí";"No";NA;0;"Sí";"No";"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Muy de acuerdo";"Absolutamente en desacuerdo";"Muy en desacuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Mujer";21;"Iquique";"Chile";"Valparaiso";"Técnica completa";"No tuve ingresos";"Han disminuido fuertemente";NA;0;0;0;0;0;1;1
"89";"Trabajo independiente o por cuenta propia";NA;"Estatal";NA;"Trabajo independiente o por cuenta propia";"No he perdido mi fuente laboral";NA;"Mayormente con teletrabajo";"Ha aumentado levemente";"Buena";"En desacuerdo";"Actualmente no me encuentro estudiando";NA;NA;NA;NA;NA;NA;NA;"1-2 horas";"1-2 horas";"0 horas";"0 horas";"1-2 horas";"3-5 horas";"1-2 horas";"0 horas";"1-2 horas";"1-2 horas";"3-5 horas";"Excelente";"Excelente";"Excelente";"Excelente";"Excelente";"Regular";"3";"Cónyuge, pareja o conviviente;Hijo(s) y/o hija(s);Padre y/o madre";0;0;0;1;0;1;1;0;"En desacuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"En desacuerdo";"En desacuerdo";"3";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Disminuyó";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"Casi nunca";"Nunca";"A veces";"No";"No";"No estaba en ningún tratamiento antes de la pandemia";"Matrimonio";"Se ha mantenido igual";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Casi siempre";"Nunca";"No";"No";NA;0;"No";NA;"Absolutamente de acuerdo";"Muy en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"En desacuerdo";"Absolutamente en desacuerdo";"Muy en desacuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Hombre";51;"Iquique";"Chile";"Tarapaca";"Técnica completa";"$750.000 - $1.500.000";"Se han mantenido igual";NA;0;0;0;0;0;1;5
"90";"Empresa o negocio (individual o familiar)";"Contrato indefinido";"Privada";"Servicios";"Empresa o negocio (individual o familiar)";"No he perdido mi fuente laboral";NA;"Mayormente con teletrabajo";"Ha disminuido considerablemente";"Regular";"De acuerdo";"Actualmente no me encuentro estudiando";NA;NA;NA;NA;NA;NA;NA;"3-5 horas";"0 horas";"6-10 horas";"3-5 horas";"0 horas";"0 horas";"3-5 horas";"3-5 horas";"3-5 horas";"6-10 horas";"3-5 horas";"Bueno";"Excelente";"Excelente";"Excelente";"Excelente";"Excelente";"1";"Cónyuge, pareja o conviviente";0;0;0;1;0;0;0;0;"Muy de acuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"2";"Se mantuvo igual";"Aumentó";"Aumentó";"Se mantuvo igual";"Aumentó";"Disminuyó";"Disminuyó";"Frecuentemente";"Frecuentemente";"A veces";"Casi nunca";"Siempre";"A veces";"A veces";"Casi nunca";"A veces";"No";"No";"No estaba en ningún tratamiento antes de la pandemia";"Matrimonio";"Ha mejorado mucho";"Nunca";"Casi nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Nunca";"No";"No";NA;0;"No";NA;"En desacuerdo";"Muy de acuerdo";"En desacuerdo";"De acuerdo";"Absolutamente en desacuerdo";"De acuerdo";"De acuerdo";"Absolutamente de acuerdo";"En desacuerdo";"En desacuerdo";"Mujer";52;"Iquique";"Chile";"Tarapaca";"Universitaria completa";"Más de $1.500.000";"Han aumentado levemente";NA;0;0;0;0;0;1;7
"91";"No trabajé remuneradamente durante la semana pasada";NA;NA;NA;"No me encontraba trabajando remuneradamente";NA;NA;NA;NA;NA;NA;"Educación universitaria";"Muy de acuerdo";"De acuerdo";"En desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"3-5 horas";"1-2 horas";"3-5 horas";"0 horas";"1-2 horas";"0 horas";"1-2 horas";"3-5 horas";"0 horas";"3-5 horas";"3-5 horas";"Excelente";"Excelente";"Excelente";"Excelente";"Excelente";"Bueno";"2";"Hijo(s) y/o hija(s)";0;0;0;0;0;0;1;0;"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"0";"Se mantuvo igual";"Se mantuvo igual";"Disminuyó";"Aumentó";"Se mantuvo igual";"Aumentó";"Aumentó";"A veces";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Casi nunca";"A veces";"Casi nunca";"Frecuentemente";"A veces";"Tal vez";"No";"No estaba en ningún tratamiento antes de la pandemia";"Pololeo o noviazgo";"Ha empeorado levemente";"Nunca";"Casi nunca";"Casi nunca";"Frecuentemente";"Nunca";"Nunca";"A veces";"Frecuentemente";"Nunca";"No";"No";NA;0;"No";NA;"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Hombre";21;"Iquique";"Chile";"Arica";"Universitaria incompleta";"No tuve ingresos";"Han disminuido fuertemente";NA;0;0;0;0;0;1;2
"92";"Trabajo dependiente";"Contrato plazo fijo";"Estatal";NA;"Trabajo dependiente";"No he perdido mi fuente laboral";NA;"Completamente con teletrabajo";"Ha aumentado considerablemente";"Buena";"De acuerdo";"Actualmente no me encuentro estudiando";NA;NA;NA;NA;NA;NA;NA;"1-2 horas";"1-2 horas";"3-5 horas";"0 horas";"3-5 horas";"0 horas";"3-5 horas";"1-2 horas";"3-5 horas";"1-2 horas";"1-2 horas";"Excelente";"Excelente";"Excelente";"Excelente";"Excelente";"Excelente";"1";"Hijo(s) y/o hija(s)";0;0;0;0;0;0;1;0;"De acuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"En desacuerdo";"Muy en desacuerdo";"1";"Se mantuvo igual";"Aumentó";"Disminuyó";"Aumentó";"Aumentó";"Disminuyó";"Disminuyó";"A veces";"A veces";"Frecuentemente";"A veces";"Frecuentemente";"Casi nunca";"Frecuentemente";"Casi nunca";"A veces";"Tal vez";"Sí";"No he podido continuar el tratamiento";"No he estado en una relación de pareja durante los últimos tres meses";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Sí";"No";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy en desacuerdo";"En desacuerdo";"De acuerdo";"Muy en desacuerdo";"Mujer";57;"Iquique";"Chile";"Metropolitana";"Universitaria completa";"$750.000 - $1.500.000";"Han disminuido levemente";NA;0;0;0;0;0;1;3
"93";"No trabajé remuneradamente durante la semana pasada";NA;NA;NA;"Trabajo independiente o por cuenta propia";"Término del trabajo o servicio que originó el contrato";"Si";NA;NA;NA;NA;"Educación universitaria";"En desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"En desacuerdo";"De acuerdo";"En desacuerdo";"En desacuerdo";"3-5 horas";"1-2 horas";"1-2 horas";"0 horas";"6-10 horas";"0 horas";"1-2 horas";"3-5 horas";"3-5 horas";"11-20 horas";"1-2 horas";"Regular";"Regular";"Bueno";"Bueno";"Bueno";"Bueno";"1";"Cónyuge, pareja o conviviente";0;0;0;1;0;0;0;0;"Muy de acuerdo";"En desacuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"0";"Aumentó";"Aumentó";"Aumentó";"Se mantuvo igual";"Aumentó";"Se mantuvo igual";"Disminuyó";"Nunca";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"Casi nunca";"Casi nunca";"Sí";"Sí";"No estaba en ningún tratamiento antes de la pandemia";"Pololeo o noviazgo";"Ha mejorado levemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Casi nunca";"Frecuentemente";"Nunca";"Sí";"No";NA;0;"Sí";"Sí";"Muy de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"En desacuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Mujer";22;"Iquique";"Chile";"Tarapaca";"Universitaria incompleta";"$150.000 - $300.000";"Han disminuido fuertemente";NA;0;0;0;0;0;1;1
"94";"Trabajo independiente o por cuenta propia";"Independiente (dueño o socio de empresas, sociedades u otros negocios)";"Hogar particular";NA;"Trabajo independiente o por cuenta propia";"No he perdido mi fuente laboral";NA;"Mayormente con teletrabajo";"Ha aumentado levemente";"Muy buena";"En desacuerdo";"Educación universitaria";"De acuerdo";"En desacuerdo";"En desacuerdo";"Muy de acuerdo";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"1-2 horas";"1-2 horas";"1-2 horas";"0 horas";"0 horas";"1-2 horas";"1-2 horas";"1-2 horas";"0 horas";"3-5 horas";"3-5 horas";"Bueno";"Malo";"Bueno";"Bueno";"Regular";"Bueno";"2";"Cónyuge, pareja o conviviente;Padre y/o madre";0;0;0;1;0;1;0;0;"En desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"0";"Aumentó";"Aumentó";"Aumentó";"Aumentó";"Aumentó";"Disminuyó";"Disminuyó";"Siempre";"Frecuentemente";"Frecuentemente";"Frecuentemente";"A veces";"Siempre";"Siempre";"Casi nunca";"Siempre";"Sí";"No";"No estaba en ningún tratamiento antes de la pandemia";"Convivente Civil";"Ha mejorado levemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Casi siempre";"Nunca";"Sí";"No";NA;0;"No";NA;"Absolutamente de acuerdo";"Muy de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"De acuerdo";"Muy en desacuerdo";"Absolutamente en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Absolutamente de acuerdo";"Mujer";24;"Iquique";"Chile";"Bio Bio";"Universitaria incompleta";"$150.000 - $300.000";"Han aumentado levemente";NA;0;0;0;0;0;1;1
"95";"Trabajo dependiente";"Contrato indefinido";"Privada";"Servicios";"Trabajo dependiente";"No he perdido mi fuente laboral";NA;"Completamente con teletrabajo";"Ha disminuido considerablemente";"Buena";"En desacuerdo";"Actualmente no me encuentro estudiando";NA;NA;NA;NA;NA;NA;NA;"0 horas";"0 horas";"1-2 horas";"0 horas";"0 horas";"1-2 horas";"1-2 horas";"0 horas";"1-2 horas";"1-2 horas";"0 horas";"Bueno";"Excelente";"Excelente";"Bueno";"Bueno";"Bueno";"2";"Hijo(s) y/o hija(s)";0;0;0;0;0;0;1;0;"De acuerdo";"En desacuerdo";"De acuerdo";"De acuerdo";"En desacuerdo";"En desacuerdo";"3";"Se mantuvo igual";"Se mantuvo igual";"Aumentó";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Disminuyó";"A veces";"Frecuentemente";"Frecuentemente";"Nunca";"A veces";"A veces";"A veces";"A veces";"Casi nunca";"Tal vez";"No";"No estaba en ningún tratamiento antes de la pandemia";"No he estado en una relación de pareja durante los últimos tres meses";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"No";NA;"De acuerdo";"En desacuerdo";"En desacuerdo";"De acuerdo";"En desacuerdo";"De acuerdo";"En desacuerdo";"De acuerdo";"De acuerdo";"En desacuerdo";"Mujer";50;"Iquique";"Chile";"Metropolitana";"Técnica completa";"$450.000 - $750.000";"Se han mantenido igual";NA;0;0;0;0;0;1;1
"96";"Trabajo dependiente";"Planta o Contrata (estatuto administrativo)";"Estatal";NA;"Trabajo dependiente";"No he perdido mi fuente laboral";NA;"Completamente presencial";"Ha aumentado considerablemente";"Regular";"Absolutamente de acuerdo";"Postgrado";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"3-5 horas";"1-2 horas";"6-10 horas";"0 horas";"0 horas";"11-20 horas";"6-10 horas";"3-5 horas";"1-2 horas";"6-10 horas";"3-5 horas";"Regular";"Malo";"Bueno";"Regular";"Regular";"Regular";"4";"Cónyuge, pareja o conviviente;Hijo(s) y/o hija(s)";0;0;0;1;0;0;1;0;"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"En desacuerdo";"3";"Disminuyó";"Aumentó";"Disminuyó";"Se mantuvo igual";"Aumentó";"Se mantuvo igual";"Se mantuvo igual";"Siempre";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Siempre";"Frecuentemente";"A veces";"Frecuentemente";"Sí";"No";"No estaba en ningún tratamiento antes de la pandemia";"Convivente Civil";"Se ha mantenido igual";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Nunca";"No";"No";NA;0;"No";NA;"Absolutamente de acuerdo";"En desacuerdo";"Absolutamente en desacuerdo";"En desacuerdo";"De acuerdo";"De acuerdo";"En desacuerdo";"Absolutamente de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Mujer";35;"Iquique";"Chile";"Tarapaca";"Postgrado";"$750.000 - $1.500.000";"Se han mantenido igual";NA;0;0;0;0;0;1;7
"97";"Trabajo dependiente";"Contrato a honorarios";NA;NA;"Trabajo independiente o por cuenta propia";"Término del trabajo o servicio que originó el contrato";"No";NA;NA;NA;NA;"Educación universitaria";"En desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"De acuerdo";"En desacuerdo";"De acuerdo";"En desacuerdo";"3-5 horas";"1-2 horas";"1-2 horas";"0 horas";"0 horas";"0 horas";"1-2 horas";"1-2 horas";"1-2 horas";"6-10 horas";"6-10 horas";"Bueno";"Malo";"Bueno";"Regular";"Bueno";"Regular";"1";"Amigo(s) y/o amiga(s);Arrendatario/a(s)";0;1;1;0;0;0;0;0;"De acuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"0";"Se mantuvo igual";"Aumentó";"Aumentó";"Se mantuvo igual";"Se mantuvo igual";"Aumentó";"Aumentó";"Siempre";"Frecuentemente";"Siempre";"Siempre";"Siempre";"Siempre";"Siempre";"Frecuentemente";"Siempre";"Tal vez";"No";"No estaba en ningún tratamiento antes de la pandemia";"Pololeo o noviazgo";"Ha mejorado levemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Nunca";"No";"No";NA;0;"Sí";"No";"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Muy de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Mujer";26;"Iquique";"Chile";"Metropolitana";"Universitaria incompleta";"$450.000 - $750.000";"Han aumentado fuertemente";NA;0;0;0;0;0;1;5
"98";"Trabajo dependiente";"Contrato a honorarios";NA;NA;"Trabajo independiente o por cuenta propia";"Término del trabajo o servicio que originó el contrato";"No";NA;NA;NA;NA;"Educación universitaria";"En desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"De acuerdo";"En desacuerdo";"De acuerdo";"En desacuerdo";"3-5 horas";"1-2 horas";"1-2 horas";"0 horas";"0 horas";"0 horas";"1-2 horas";"1-2 horas";"1-2 horas";"6-10 horas";"6-10 horas";"Bueno";"Malo";"Bueno";"Regular";"Bueno";"Regular";"1";"Amigo(s) y/o amiga(s);Arrendatario/a(s)";0;1;1;0;0;0;0;0;"De acuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"0";"Se mantuvo igual";"Aumentó";"Aumentó";"Se mantuvo igual";"Se mantuvo igual";"Aumentó";"Aumentó";"Siempre";"Frecuentemente";"Siempre";"Siempre";"Siempre";"Siempre";"Siempre";"Frecuentemente";"Siempre";"Tal vez";"No";"No estaba en ningún tratamiento antes de la pandemia";"Pololeo o noviazgo";"Ha mejorado levemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Nunca";"No";"No";NA;0;"Sí";"No";"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Muy de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Mujer";26;"Iquique";"Chile";"Metropolitana";"Universitaria incompleta";"$450.000 - $750.000";"Han aumentado fuertemente";NA;0;0;0;0;0;1;5
